Zodiac,Profession
taurus,Electronic engineering
aries,Lawyer
aries,Politician
gemini,Lawyer
libra,Revolutionary
virgo,Business manager
taurus,Economist
sagittarius,General officer
sagittarius,List of governors of Puerto Rico
leo,Geography
libra,Lawyer
libra,Model (people)
aquarius,Historian
aquarius,Legislator
gemini,Physician
libra,Journalist
libra,Singing
libra,Television presenter
scorpio,Engineer
libra,Jurist
libra,Politician
aries,Politician
aries,Economist
gemini,Facility management
gemini,Maintenance repair and operations
gemini,Director of communications
virgo,State police
virgo,Roofer
leo,Teacher
cancer,Real estate broker
libra,Lawyer
capricorn,Network administrator
capricorn,CarDon & Associates
gemini,Writer
gemini,Journalist
aries,Lawyer
libra,Teacher
gemini,Insurance
gemini,Tampa Bay
taurus,Lawyer
taurus,Politician
cancer,Barrister
cancer,Solicitor
leo,Lawyer
aquarius,Attorneys in the United States
leo,Teacher
taurus,Philology
taurus,Jurist
virgo,Journalist
gemini,Professor
taurus,Teacher
leo,Politician
leo,Civil service
aquarius,Politician
aquarius,Teacher
aries,Forester
virgo,Journalist
virgo,Politician
libra,Jurist
capricorn,Chemical engineer
virgo,Economist
virgo,Journalist
virgo,Politician
sagittarius,Politician
gemini,Politician
leo,Presbyter
sagittarius,Mining engineering
sagittarius,Lawyer
sagittarius,Union organizer
cancer,Politician
cancer,Diplomat
cancer,Teacher
gemini,Neurology
virgo,Philosopher
virgo,Professor
gemini,Diplomacy
libra,Politician
libra,Economist
leo,Lawyer
gemini,Politician
taurus,Economist
taurus,Accountant
taurus,Television presenter
gemini,Lawyer
leo,Mathematician
leo,Philosopher
cancer,Politician
cancer,Entrepreneurship
cancer,Lawyer
cancer,Politician
leo,Engineer
leo,Politician
leo,Lawyer
cancer,Agronomy
leo,Physician
leo,Politician
taurus,Lawyer
taurus,Politician
taurus,Farmer
taurus,Publishing
taurus,Editing
cancer,Health system
cancer,Legislator
gemini,Lawyer
sagittarius,Lawyer
sagittarius,Journalist
leo,Journalist
aries,Psychiatrist
aries,Academia
libra,Teacher
scorpio,Surgeon
pisces,Diplomat
aries,Lawyer
scorpio,Mechanical engineering
gemini,Diplomat
gemini,Lawyer
gemini,Attorneys in the United States
taurus,Teacher
taurus,Legislator
cancer,Trade union
cancer,Politician
scorpio,Politician
virgo,Geophysics
libra,Politician
cancer,Carpenter_Log_Cabin_Builder
libra,Lawyer
leo,United States Marshals Service
leo,Detective
leo,Police officer
leo,Chief of police
leo,State legislature (United States)
leo,Economist
libra,Lawyer
gemini,Lawyer
sagittarius,Civil engineer
scorpio,Attorneys in the United States
cancer,Politician
aries,Politician
aquarius,Lawyer
sagittarius,Politician
taurus,Attorney at law
cancer,United States Army
cancer,Politician
aries,Lawyer
aries,Adjunct professor
aries,Attorneys in the United States
pisces,Author
pisces,Journalist
pisces,Politician
libra,Politician
libra,Businessperson
cancer,Computer engineering
aquarius,Judge
leo,Lawyer
cancer,Royal Australian Navy
virgo,Boeing B-52 Stratofortress
virgo,Lobbying
virgo,Teacher
virgo,Minister (Christianity)
virgo,Director (business)
virgo,Contract management
leo,Chief executive officer
leo,Small business
pisces,Businessperson
pisces,Legislator
aries,Legislator
gemini,Politician
gemini,Attorney at law
scorpio,Politician
capricorn,Businessperson
scorpio,Missionary
scorpio,Evangelism
libra,Lawyer
libra,Journalist
libra,Businessperson
aquarius,Politician
aquarius,Businessperson
gemini,Chemist
gemini,Academic administration
gemini,Real estate development
pisces,Barristers in England and Wales
leo,Attorney at law
taurus,Lawyer
virgo,Business
leo,Methodist Episcopal Church
gemini,Academic administration
pisces,Immunology
pisces,Lawyer
pisces,Politician
cancer,Surgery
leo,Politician
virgo,Farmer
scorpio,Teacher
virgo,Economist
virgo,Businessperson
virgo,Bank
aries,Teacher
aries,Legislator
cancer,Municipal_Judge
aries,Journalist
aries,Radio
aries,Attorneys in the United States
aquarius,Diplomat
libra,Politician
libra,Justice of the peace
taurus,Small_Business_Owner
leo,Lawyer
leo,Entrepreneurship
libra,Lawyer
libra,Teacher
virgo,Lawyer
pisces,Judge
pisces,Politician
cancer,Lawyer
virgo,Education
taurus,Physician
aries,Politician
aries,Teacher
aries,Lawyer
aries,Politician
taurus,Lawyer
taurus,Politician
taurus,List of railroad executives
scorpio,Soldier
scorpio,Politician
scorpio,Publishing
scorpio,Editing
scorpio,Miner
aries,Accountant
pisces,Teacher
aries,Economist
gemini,Clergy
pisces,Solicitor
libra,Librarian
capricorn,International Brotherhood of Electrical Workers
aries,Diplomat
aries,Politician
taurus,Physician
taurus,Politician
taurus,Medical research
taurus,Military
aquarius,Gaucho
virgo,Academia
scorpio,Teacher
scorpio,Head teacher
sagittarius,Professor
scorpio,Diplomacy
scorpio,Diplomatic rank
scorpio,Executive director
leo,Politician
aquarius,Nursing
leo,Special Olympics
leo,Chief executive officer
gemini,Farmer
libra,Farmer
libra,Teacher
libra,Legislator
pisces,Child care
pisces,Legislator
cancer,Attorney at law
virgo,Teacher
gemini,Teacher
leo,American Public Health Association
leo,Teacher
leo,Attorneys in the United States
scorpio,Teacher
capricorn,Barrister
taurus,Attorneys in the United States
leo,Teacher
leo,Legislator
leo,Attorney at law
libra,Lawyer
libra,Politician
capricorn,Politician
aries,Historian
gemini,Teacher
virgo,Registered nurse
libra,Professor
leo,Public service
scorpio,Activism
scorpio,Graphic designer
scorpio,Economist
libra,Industrial engineering
aquarius,Lawyer
pisces,Economist
gemini,Jurist
capricorn,Lawyer
virgo,Politician
virgo,Field marshal
scorpio,United States Navy
scorpio,Lawyer
scorpio,Politician
scorpio,Businessperson
virgo,Author
virgo,Presenter
virgo,Teacher
virgo,Columnist
virgo,Television producer
virgo,Associate professor
pisces,Attorneys in the United States
aries,Lawyer
virgo,Union organizer
pisces,Journalist
taurus,Real estate development
scorpio,Lawyer
cancer,Politician
cancer,Restaurateur
leo,General contractor
aquarius,Pastor
aquarius,Legislator
aquarius,Wastewater treatment
taurus,Pastor
scorpio,Politician
libra,Politician
leo,Legislator
leo,Small business
pisces,Professor
aries,KVLV
aries,KKTU-FM
leo,Politician
leo,Businessperson
leo,Minister (Christianity)
cancer,Attorneys in the United States
aries,Lawyer
libra,Real estate broker
taurus,Journalist
taurus,Legislator
taurus,Attorney at law
scorpio,State legislature
scorpio,State senator
scorpio,County court
scorpio,City attorney
libra,Fire department
aries,Biologist
sagittarius,Agribusiness
scorpio,Politician
capricorn,Journalist
leo,Politician
leo,Businessperson
virgo,Dentist
sagittarius,Politician
virgo,Lawyer
libra,Lawyer
leo,Lawyer
pisces,Politician
pisces,Community organizing
pisces,Civil society campaign
virgo,Burlington City Council
aries,Solicitor
taurus,Actor
scorpio,Jurist
pisces,Lawyer
taurus,Professor
capricorn,Lawyer
pisces,Politician
pisces,Diplomat
sagittarius,Soldier
scorpio,Civil service
virgo,Surgeon
virgo,Politician
capricorn,Politician
capricorn,Novelist
aries,Politician
gemini,Engineer
gemini,Politician
gemini,Economist
virgo,Political science
taurus,Gastroenterology
sagittarius,Chief of police
taurus,Linguistics
aries,Editor-in-chief
taurus,Politician
taurus,Businessperson
aries,Lawyer
aries,Civil engineer
gemini,Politician
scorpio,Linguistics
taurus,Lawyer
gemini,Lawyer
gemini,Politician
gemini,Teacher
aries,Certified Public Accountant
sagittarius,Physician
aries,Lawyer
cancer,Businessperson
gemini,Politician
aries,Chemical engineer
scorpio,Lawyer
scorpio,Business
gemini,Humanitarianism
virgo,Philology
capricorn,Politician
virgo,Physician
leo,Economist
sagittarius,Politician
sagittarius,Dentistry
libra,Historian
scorpio,Lawyer
taurus,Lawyer
cancer,Lawyer
libra,Consultant
libra,Arborist
capricorn,Politician
capricorn,Entrepreneurship
pisces,Admiral
pisces,Politician
pisces,Private equity
pisces,Venture capital
pisces,Management consulting
taurus,Politician
sagittarius,Economist
gemini,Politician
gemini,Basketball
gemini,Lawyer
aries,Diplomat
sagittarius,Politician
sagittarius,Journalist
sagittarius,Businessperson
cancer,Lawyer
gemini,Economist
pisces,Accountant
aries,Lawyer
aries,Diplomat
cancer,Author
aquarius,Atomic nucleus
capricorn,Author
capricorn,Professor
capricorn,Lawyer
capricorn,Politician
virgo,Professor
gemini,Businessperson
leo,Agriculture
cancer,Physician
cancer,Politician
cancer,Military
libra,Author
libra,Journalist
libra,Scholarly method
cancer,Politician
cancer,Agriculture
cancer,Engineer
aries,Businessperson
virgo,Information technology
virgo,General_Manager_Lexmark_Int'l._Middle_East
aries,Sociology
aquarius,Diplomat
aquarius,President_of_Iran_Portugal_Business_Council
aquarius,President_of_Iran_Spain_Business_Council
capricorn,Lawyer
scorpio,Lawyer
sagittarius,Businessperson
cancer,Civil service
capricorn,Writer
capricorn,Social work
cancer,Journalist
virgo,Attorneys in the United States
gemini,Green economy
aries,Politician
aries,Historian
capricorn,Diplomat
leo,Teacher
leo,Psychologist
virgo,Bank
capricorn,Barrister
leo,Academia
sagittarius,Diplomacy
pisces,Lawyer
libra,Ranch
leo,Lawyer
leo,Politician
aries,Actor
pisces,List of Indian independence activists
scorpio,Lawyer
pisces,Lawyer
virgo,Mayor
virgo,Legislator
virgo,Dean (education)
gemini,Lawyer
gemini,President
scorpio,Merchant
virgo,Farmer
virgo,Legislator
scorpio,Lawyer
scorpio,Politician
aries,Politician
gemini,Teacher
pisces,Cardiology
pisces,Scientist
taurus,Lawyer
capricorn,Engineer
capricorn,Health professional
leo,Politician
aries,Lawyer
capricorn,Lawyer
capricorn,Politician
cancer,Lawyer
taurus,Politician
taurus,Businessperson
libra,Agriculture
libra,Architect
libra,Businessperson
leo,Lawyer
gemini,Politician
taurus,Agriculture
capricorn,Her Majesty's Civil Service
gemini,Businessperson
leo,Philology
taurus,Physician
sagittarius,Tribal chief
virgo,Lawyer
virgo,Politician
taurus,Politician
taurus,Firefighter
sagittarius,Politician
sagittarius,Public administration
sagittarius,Advocate
aries,Soldier
aries,Pastoral farming
aquarius,Petroleum industry
capricorn,Jurist
cancer,Farmer
cancer,Businessperson
capricorn,Economist
pisces,List of Prime Ministers of Albania
libra,Certified Public Accountant
libra,Chartered Certified Accountant
capricorn,Politician
pisces,Attorneys in the United States
capricorn,Irish language
gemini,Civil engineer
sagittarius,Historian
sagittarius,Lawyer
sagittarius,Professor
cancer,Politician
cancer,Economist
aquarius,Business magnate
scorpio,Lawyer
virgo,Jurist
taurus,Economist
aquarius,Politician
aquarius,Radiographer
sagittarius,Geologist
capricorn,Political science
cancer,Psychologist
aries,Nuclear engineering
aries,Atomic nucleus
cancer,Economist
capricorn,Farmer
capricorn,Agriculture
capricorn,Politician
capricorn,Social work
gemini,Farmer
libra,Bharatiya Janata Party
libra,Bharatiya Jana Sangh
pisces,Historian
libra,Lawyer
leo,Politician
leo,Environmentalism
aquarius,Diplomacy
gemini,Politician
gemini,Actor
cancer,Pediatrics
libra,Illinois House of Representatives
pisces,Businessperson
pisces,Professional sports
pisces,Heritage Foods
libra,Lawyer
libra,Professor
capricorn,Politician
scorpio,Agricultural engineering
taurus,Obstetrics
taurus,Weaving
cancer,Cand.polit.
aquarius,Politician
pisces,Attorneys in the United States
taurus,Law enforcement agency
libra,Engineer
libra,Politician
libra,Economist
virgo,Politician
leo,Merchant
leo,Politician
leo,Businessperson
aquarius,Lawyer
aquarius,Politician
aries,Shoemaking
scorpio,Lawyer
scorpio,Physician
pisces,Shopkeeper
aquarius,Plant nursery
cancer,Physician
gemini,Merchant
gemini,Politician
capricorn,Lawyer
aquarius,Lawyer
aquarius,Politician
virgo,Judge
libra,Politician
libra,Resistance movement
libra,Reform movement
taurus,Builder
leo,Officer (armed forces)
pisces,Business magnate
pisces,Athlete
virgo,Lawyer
aries,Agriculture
aries,Author
aries,List of talk show hosts
aries,President_The_Legacy_Companies
scorpio,Teacher
cancer,Pastor
gemini,Physician
gemini,Politician
cancer,Farmer
pisces,Minister (Christianity)
aries,Textile
aries,Politician
aries,Clerk
capricorn,Politician
capricorn,Court clerk
aries,Firefighter
leo,Faculty of Advocates
scorpio,CEGEP
virgo,Faculty of Advocates
gemini,Lawyer
gemini,Politician
gemini,Businessperson
scorpio,Businessperson
pisces,Barrister
aries,Jurist
leo,Teacher
taurus,Mathematician
taurus,Politician
scorpio,Businessperson
gemini,Lawyer
gemini,Politician
sagittarius,Lawyer
gemini,Politician
scorpio,Lawyer
capricorn,Politician
capricorn,Entrepreneurship
gemini,Farm
sagittarius,Lawyer
sagittarius,Politician
gemini,Barrister
taurus,Surveying
aquarius,Politician
pisces,Doctor of Science
aquarius,Politician
taurus,Barrister
taurus,Judge
cancer,Member of parliament
scorpio,Businessperson
scorpio,Politician
virgo,Journalist
aries,Diplomat
scorpio,Lawyer
virgo,Society of Jesus
sagittarius,Lawyer
sagittarius,Legislator
scorpio,Law
capricorn,Lawyer
virgo,Politician
virgo,Attorneys in the United States
scorpio,Businessperson
scorpio,Geologist
taurus,Legal profession
gemini,Chartered accountant
pisces,Lawyer
pisces,Politician
capricorn,Barrister
capricorn,Solicitor
aries,Biologist
aquarius,Computer scientist
aquarius,Lawyer
aquarius,Politician
sagittarius,Lecturer
cancer,Solicitor
aries,Professor
scorpio,Professor
aries,Military
leo,Physician
leo,Diplomat
sagittarius,Economist
virgo,Architect
aries,Barristers in England and Wales
cancer,Economist
scorpio,Legislator
libra,Lawyer
scorpio,Officer (armed forces)
cancer,Politician
cancer,Attorney at law
sagittarius,Mathematician
cancer,Politician
libra,Nursing
gemini,Barrister
leo,Barrister
aries,Faculty of Advocates
scorpio,Barristers in England and Wales
gemini,Lawyer
gemini,Judge
aquarius,Lawyer
leo,Attorneys in the United States
leo,Jurist
sagittarius,Teacher
aquarius,Lawyer
aquarius,Politician
sagittarius,Pilot (aeronautics)
sagittarius,Civil service
leo,Film director
virgo,Civil service
sagittarius,Physician
taurus,Metallurgy
cancer,Historian
cancer,Writer
capricorn,Soldier
libra,Journalist
libra,Politician
libra,Businessperson
taurus,Farmer
libra,Engineer
libra,Politician
aquarius,Politician
taurus,Lawyer
taurus,Politician
aries,Electrical engineering
aries,Psychologist
aries,Businessperson
sagittarius,Politician
sagittarius,Economist
aquarius,Politician
aquarius,Civil engineer
taurus,Chemist
aries,Politician
aries,Teacher
virgo,United States federal judge
virgo,Lawyer
pisces,Lawyer
libra,Businessperson
libra,Sales management
gemini,Barrister
gemini,Judge
capricorn,Business
capricorn,Politician
virgo,Athlete
virgo,General officer
gemini,Civil service
leo,Architect
pisces,Agriculture
pisces,Social work
scorpio,Politician
taurus,Mathematics
leo,Physician
sagittarius,General officer
taurus,Lawyer
taurus,Politician
gemini,Lawyer
leo,Lawyer
cancer,Agriculture
gemini,Politician
scorpio,Sociology
aquarius,Lawyer
leo,Union_Official
taurus,Teacher
cancer,Real estate broker
libra,Program director
libra,Operations management
libra,Chief operating officer
libra,Director of communications
libra,Congressional staff
pisces,Physician
pisces,Surgeon
virgo,Barrister
taurus,Politician
taurus,Publishing
scorpio,Professional sports
cancer,Lawyer
scorpio,Journalist
scorpio,Civil service
gemini,Civil engineer
gemini,Businessperson
aries,Journalist
taurus,Lawyer
pisces,Judge
pisces,Military
pisces,Officer (armed forces)
cancer,Politician
sagittarius,Civil service
sagittarius,Professor
capricorn,Journalist
pisces,Lawyer
libra,Lawyer
gemini,Business
gemini,Food and Beverage
virgo,Forestry
aries,Lawyer
aquarius,Agriculture
aquarius,Trade union
aquarius,Politics
aquarius,Advocate
leo,Politician
leo,Lawyer
taurus,Health professional
taurus,Lawyer
cancer,Lawyer
aries,Surgeon
virgo,Obstetrics
virgo,Gynaecology
virgo,Surgeon
taurus,Lawyer
taurus,Jurist
aries,Poetry
leo,Historian
sagittarius,Lawyer
pisces,Jurist
pisces,Politician
capricorn,Lawyer
capricorn,Politician
sagittarius,Journalist
sagittarius,Politician
gemini,Farmer
gemini,Agronomy
gemini,Political consulting
gemini,Self-employment
libra,Lawyer
aries,Lawyer
aries,Legislator
virgo,Diplomat
virgo,Officer (armed forces)
scorpio,Jurist
aries,Lawyer
taurus,Lawyer
gemini,Lawyer
virgo,Politician
aquarius,Surgeon
libra,Civil service
scorpio,Lawyer
aries,Politician
capricorn,Author
capricorn,Journalist
aries,Politician
taurus,Politician
taurus,Economist
capricorn,Teacher
libra,Teacher
libra,Academia
libra,Academic administration
gemini,Linguistics
cancer,Businessperson
cancer,Farmer
aries,Politician
aries,Poet
cancer,Chief executive officer
cancer,List of Internet entrepreneurs
cancer,Philosophy Politics and Economics
scorpio,Lawyer
aries,Lawyer
aquarius,Physician
capricorn,Lawyer
capricorn,Farmer
capricorn,Diplomat
aquarius,Architect
capricorn,Lawyer
cancer,Insurance broker
aquarius,Politician
aquarius,Businessperson
sagittarius,Politician
sagittarius,Academia
sagittarius,Academic administration
sagittarius,Preacher
pisces,Social work
pisces,Leather
pisces,Politician
aries,Professor
